_id,date,center_name,attendance_count
49151126,2025-08-14,Magee Community Center,19
49151127,2025-08-14,West Penn Community Center,143
49151128,2025-08-13,Brookline Community Center,28
49151129,2025-08-13,Ormsby Community Center,15
49151130,2025-08-13,Phillips Community Center,16
49151131,2025-08-13,Paulson Community Center,9
49151132,2025-08-13,Warrington Community Center,24
49151133,2025-08-13,Magee Community Center,23
49151134,2025-08-13,Jefferson Community Center,6
49151135,2025-08-13,West Penn Community Center,79
49151136,2025-08-12,Brookline Community Center,44
49151137,2025-08-12,Ormsby Community Center,17
49151138,2025-08-12,Paulson Community Center,12
49151139,2025-08-12,Phillips Community Center,22
49151140,2025-08-12,Warrington Community Center,30
49151141,2025-08-12,Magee Community Center,26
49151142,2025-08-12,West Penn Community Center,47
49151143,2025-08-11,Brookline Community Center,25
49151144,2025-08-11,Ormsby Community Center,15
49151145,2025-08-11,Phillips Community Center,8
49151146,2025-08-11,Paulson Community Center,10
49151147,2025-08-11,Warrington Community Center,34
49151148,2025-08-11,Magee Community Center,25
49151149,2025-08-11,West Penn Community Center,62
49151150,2025-08-09,Warrington Community Center,12
49151151,2025-08-09,Magee Community Center,12
49151152,2025-08-09,West Penn Community Center,56
49151153,2025-08-08,Brookline Community Center,18
49151154,2025-08-08,Ormsby Community Center,11
49151155,2025-08-08,Paulson Community Center,11
49151156,2025-08-08,Phillips Community Center,2
49151157,2025-08-08,Warrington Community Center,24
49151158,2025-08-08,Magee Community Center,6
49151159,2025-08-08,West Penn Community Center,29
49151160,2025-08-07,Brookline Community Center,37
49151161,2025-08-07,Ormsby Community Center,18
49151162,2025-08-07,Phillips Community Center,2
49151163,2025-08-07,Paulson Community Center,9
49151164,2025-08-07,Warrington Community Center,22
49151165,2025-08-07,Magee Community Center,10
49151166,2025-08-07,West Penn Community Center,57
49151167,2025-08-06,Brookline Community Center,29
49151168,2025-08-06,Ormsby Community Center,14
49151169,2025-08-06,Paulson Community Center,4
49151170,2025-08-06,Phillips Community Center,4
49151171,2025-08-06,Warrington Community Center,39
49151172,2025-08-06,Magee Community Center,16
49151173,2025-08-06,Jefferson Community Center,28
49151174,2025-08-06,West Penn Community Center,93
49151175,2025-08-05,Brookline Community Center,40
49151176,2025-08-05,Ormsby Community Center,15
49151177,2025-08-05,Phillips Community Center,2
49151178,2025-08-05,Warrington Community Center,10
49151179,2025-08-05,Magee Community Center,7
49151180,2025-08-05,West Penn Community Center,22
49151181,2025-08-04,Brookline Community Center,19
49151182,2025-08-04,Ormsby Community Center,25
49151183,2025-08-04,Phillips Community Center,11
49151184,2025-08-04,Paulson Community Center,14
49151185,2025-08-04,Warrington Community Center,31
49151186,2025-08-04,Magee Community Center,15
49151187,2025-08-04,Jefferson Community Center,17
49151188,2025-08-04,West Penn Community Center,71
49151189,2025-08-02,Brookline Community Center,12
49151190,2025-08-02,Ormsby Community Center,6
49151191,2025-08-02,Warrington Community Center,7
49151192,2025-08-02,Magee Community Center,1
49151193,2025-08-02,West Penn Community Center,94
49151194,2025-08-01,Brookline Community Center,39
49151195,2025-08-01,Ormsby Community Center,14
49151196,2025-08-01,Paulson Community Center,1
49151197,2025-08-01,Phillips Community Center,6
49151198,2025-08-01,Warrington Community Center,19
49151199,2025-08-01,Magee Community Center,19
49151200,2025-08-01,Jefferson Community Center,11
49151201,2025-08-01,West Penn Community Center,46
49151202,2025-07-31,Brookline Community Center,63
49151203,2025-07-31,Ormsby Community Center,11
49151204,2025-07-31,Phillips Community Center,1
49151205,2025-07-31,Paulson Community Center,7
49151206,2025-07-31,Warrington Community Center,22
49151207,2025-07-31,Jefferson Community Center,40
49151208,2025-07-31,Magee Community Center,17
49151209,2025-07-31,West Penn Community Center,156
49151210,2025-07-30,Brookline Community Center,57
49151211,2025-07-30,Ormsby Community Center,7
49151212,2025-07-30,Paulson Community Center,3
49151213,2025-07-30,Warrington Community Center,33
49151214,2025-07-30,Magee Community Center,17
49151215,2025-07-30,Jefferson Community Center,26
49151216,2025-07-30,West Penn Community Center,83
49151217,2025-07-29,Brookline Community Center,65
49151218,2025-07-29,Ormsby Community Center,8
49151219,2025-07-29,Paulson Community Center,2
49151220,2025-07-29,Warrington Community Center,26
49151221,2025-07-29,Jefferson Community Center,32
49151222,2025-07-29,Magee Community Center,17
49151223,2025-07-29,West Penn Community Center,111
49151224,2025-07-28,Brookline Community Center,58
49151225,2025-07-28,Ormsby Community Center,8
49151226,2025-07-28,Paulson Community Center,3
49151227,2025-07-28,Warrington Community Center,23
49151228,2025-07-28,Magee Community Center,22
49151229,2025-07-28,Jefferson Community Center,25
49151230,2025-07-28,West Penn Community Center,71
49151231,2025-07-26,Brookline Community Center,9
49151232,2025-07-26,Ormsby Community Center,5
49151233,2025-07-26,Paulson Community Center,1
49151234,2025-07-26,Warrington Community Center,2
49151235,2025-07-26,Magee Community Center,8
49151236,2025-07-26,West Penn Community Center,22
49151237,2025-07-25,Brookline Community Center,43
49151238,2025-07-25,Ormsby Community Center,1
49151239,2025-07-25,Paulson Community Center,1
49151240,2025-07-25,Warrington Community Center,14
49151241,2025-07-25,Magee Community Center,18
49151242,2025-07-25,Jefferson Community Center,23
49151243,2025-07-25,West Penn Community Center,30
49151244,2025-07-24,Brookline Community Center,59
49151245,2025-07-24,Ormsby Community Center,19
49151246,2025-07-24,Paulson Community Center,5
49151247,2025-07-24,Warrington Community Center,10
49151248,2025-07-24,Jefferson Community Center,18
49151249,2025-07-24,Magee Community Center,7
49151250,2025-07-24,West Penn Community Center,159
49151251,2025-07-23,Brookline Community Center,58
49151252,2025-07-23,Ormsby Community Center,11
49151253,2025-07-23,Paulson Community Center,8
49151254,2025-07-23,Warrington Community Center,21
49151255,2025-07-23,Magee Community Center,8
49151256,2025-07-23,Jefferson Community Center,39
49151257,2025-07-23,West Penn Community Center,41
49151258,2025-07-22,Brookline Community Center,65
49151259,2025-07-22,Ormsby Community Center,17
49151260,2025-07-22,Paulson Community Center,5
49151261,2025-07-22,Warrington Community Center,23
49151262,2025-07-22,Jefferson Community Center,31
49151263,2025-07-22,Magee Community Center,18
49151264,2025-07-22,West Penn Community Center,58
49151265,2025-07-21,Brookline Community Center,19
49151266,2025-07-21,Ormsby Community Center,20
49151267,2025-07-21,Paulson Community Center,3
49151268,2025-07-21,Warrington Community Center,29
49151269,2025-07-21,Magee Community Center,10
49151270,2025-07-21,Jefferson Community Center,17
49151271,2025-07-21,West Penn Community Center,21
49151272,2025-07-19,Brookline Community Center,7
49151273,2025-07-19,Ormsby Community Center,2
49151274,2025-07-19,Paulson Community Center,2
49151275,2025-07-19,Warrington Community Center,5
49151276,2025-07-19,Magee Community Center,3
49151277,2025-07-19,West Penn Community Center,25
49151278,2025-07-18,Ammon Community Center,4
49151279,2025-07-18,Brookline Community Center,21
49151280,2025-07-18,Ormsby Community Center,6
49151281,2025-07-18,Warrington Community Center,19
49151282,2025-07-18,Magee Community Center,13
49151283,2025-07-18,Jefferson Community Center,25
49151284,2025-07-18,West Penn Community Center,32
49151285,2025-07-17,Brookline Community Center,33
49151286,2025-07-17,Ormsby Community Center,14
49151287,2025-07-17,Paulson Community Center,9
49151288,2025-07-17,Warrington Community Center,27
49151289,2025-07-17,Jefferson Community Center,45
49151290,2025-07-17,Magee Community Center,7
49151291,2025-07-17,West Penn Community Center,130
49151292,2025-07-16,Brookline Community Center,55
49151293,2025-07-16,Ormsby Community Center,12
49151294,2025-07-16,Phillips Community Center,3
49151295,2025-07-16,Warrington Community Center,95
49151296,2025-07-16,Magee Community Center,7
49151297,2025-07-16,Jefferson Community Center,38
49151298,2025-07-16,West Penn Community Center,49
49151299,2025-07-15,Brookline Community Center,74
49151300,2025-07-15,Ormsby Community Center,17
49151301,2025-07-15,Phillips Community Center,8
49151302,2025-07-15,Paulson Community Center,4
49151303,2025-07-15,Warrington Community Center,118
49151304,2025-07-15,Jefferson Community Center,36
49151305,2025-07-15,Magee Community Center,16
49151306,2025-07-15,West Penn Community Center,112
49151307,2025-07-14,Brookline Community Center,55
49151308,2025-07-14,Ormsby Community Center,14
49151309,2025-07-14,Warrington Community Center,35
49151310,2025-07-14,Magee Community Center,26
49151311,2025-07-14,Jefferson Community Center,28
49151312,2025-07-14,West Penn Community Center,62
49151313,2025-07-12,Brookline Community Center,5
49151314,2025-07-12,Ormsby Community Center,3
49151315,2025-07-12,Magee Community Center,8
49151316,2025-07-12,West Penn Community Center,23
49151317,2025-07-11,Brookline Community Center,55
49151318,2025-07-11,Ormsby Community Center,13
49151319,2025-07-11,Paulson Community Center,3
49151320,2025-07-11,Warrington Community Center,29
49151321,2025-07-11,Magee Community Center,20
49151322,2025-07-11,Jefferson Community Center,31
49151323,2025-07-11,West Penn Community Center,41
49151324,2025-07-10,Brookline Community Center,62
49151325,2025-07-10,Ormsby Community Center,16
49151326,2025-07-10,Phillips Community Center,3
49151327,2025-07-10,Warrington Community Center,112
49151328,2025-07-10,Jefferson Community Center,28
49151329,2025-07-10,Magee Community Center,14
49151330,2025-07-10,West Penn Community Center,134
49151331,2025-07-09,Brookline Community Center,50
49151332,2025-07-09,Ormsby Community Center,22
49151333,2025-07-09,Phillips Community Center,7
49151334,2025-07-09,Paulson Community Center,3
49151335,2025-07-09,Warrington Community Center,41
49151336,2025-07-09,Magee Community Center,7
49151337,2025-07-09,Jefferson Community Center,29
49151338,2025-07-09,West Penn Community Center,106
49151339,2025-07-08,Brookline Community Center,59
49151340,2025-07-08,Ormsby Community Center,19
49151341,2025-07-08,Paulson Community Center,8
49151342,2025-07-08,Warrington Community Center,111
49151343,2025-07-08,Jefferson Community Center,24
49151344,2025-07-08,Magee Community Center,43
49151345,2025-07-08,West Penn Community Center,131
49151346,2025-07-07,Brookline Community Center,58
49151347,2025-07-07,Ormsby Community Center,13
49151348,2025-07-07,Paulson Community Center,3
49151349,2025-07-07,Warrington Community Center,33
49151350,2025-07-07,Magee Community Center,29
49151351,2025-07-07,Jefferson Community Center,31
49151352,2025-07-07,West Penn Community Center,56
49151353,2025-07-03,Brookline Community Center,56
49151354,2025-07-03,Ormsby Community Center,9
49151355,2025-07-03,Warrington Community Center,43
49151356,2025-07-03,Jefferson Community Center,26
49151357,2025-07-03,Magee Community Center,13
49151358,2025-07-03,West Penn Community Center,135
49151359,2025-07-02,Ammon Community Center,10
49151360,2025-07-02,Brookline Community Center,52
49151361,2025-07-02,Ormsby Community Center,43
49151362,2025-07-02,Paulson Community Center,4
49151363,2025-07-02,Warrington Community Center,28
49151364,2025-07-02,Magee Community Center,18
49151365,2025-07-02,Jefferson Community Center,45
49151366,2025-07-02,West Penn Community Center,84
49151367,2025-07-01,Brookline Community Center,71
49151368,2025-07-01,Ormsby Community Center,18
49151369,2025-07-01,Paulson Community Center,10
49151370,2025-07-01,Warrington Community Center,16
49151371,2025-07-01,Jefferson Community Center,27
49151372,2025-07-01,Magee Community Center,22
49151373,2025-07-01,West Penn Community Center,179
49151374,2025-06-30,Arlington Community Center,13
49151375,2025-06-30,Brookline Community Center,53
49151376,2025-06-30,Ormsby Community Center,16
49151377,2025-06-30,Phillips Community Center,1
49151378,2025-06-30,Warrington Community Center,31
49151379,2025-06-30,Magee Community Center,20
49151380,2025-06-30,Jefferson Community Center,34
49151381,2025-06-30,West Penn Community Center,83
49151382,2025-06-28,Brookline Community Center,3
49151383,2025-06-28,Ormsby Community Center,2
49151384,2025-06-28,Warrington Community Center,14
49151385,2025-06-28,Magee Community Center,7
49151386,2025-06-28,West Penn Community Center,29
49151387,2025-06-27,Arlington Community Center,1
49151388,2025-06-27,Brookline Community Center,43
49151389,2025-06-27,Ormsby Community Center,6
49151390,2025-06-27,Phillips Community Center,6
49151391,2025-06-27,Paulson Community Center,11
49151392,2025-06-27,Warrington Community Center,98
49151393,2025-06-27,Magee Community Center,28
49151394,2025-06-27,Jefferson Community Center,47
49151395,2025-06-27,West Penn Community Center,50
49151396,2025-06-26,Arlington Community Center,1
49151397,2025-06-26,Brookline Community Center,51
49151398,2025-06-26,Ormsby Community Center,8
49151399,2025-06-26,Paulson Community Center,10
49151400,2025-06-26,Phillips Community Center,4
49151401,2025-06-26,Warrington Community Center,84
49151402,2025-06-26,Jefferson Community Center,40
49151403,2025-06-26,Magee Community Center,6
